Review,Sentiment
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback Mountain was so awesome.,1
Brokeback Mountain was an AWESOME movie.,1
man i loved brokeback mountain!,1
dudeee i LOVED brokeback mountain!!!!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback mountain was beautiful...,1
da vinci code was a terrible movie.,0
"Then again, the Da Vinci code is super shitty movie, and it made like 70",0
"The Da Vinci Code comes out tomorrow, which sucks.",0
i thought the da vinci code movie was really boring.,0
"God, Yahoo Games has this truly-awful looking Da Vinci Code-themed skin",0
Da Vinci Code does suck.,0
And better...-We all know Da Vinci code is bogus and inaccurate.,0
"Last time, Da Vinci code is also a bit disappointing to me, because many",0
And better...-We all know Da Vinci code is bogus and inaccurate.,0
And better..-We all know Da Vinci code is bogus and inaccurate.,0
And better..-We all know Da Vinci code is bogus and inaccurate.,0
If Jesus is fabricated a la the Da Vinci Code then Christianity is worth,0
I think this bolsters my arguments that both England and the Da Vinci Co,0
And better..-We all know Da Vinci code is bogus and inaccurate.,0
I really hate The Da Vinci Code.,0
"The more you say The Da Vinci Code is evil, the more people will read it",0
da vinci code sucked too long and too slow.....,0
"Da Vinci Code sucked, as expected.",0
not sure if i already threw this at you but I hate the Da Vinci Code.,0
This is why I hate the Da Vinci Code: because it takes nothing but a fuc,0
"I hate the Da Vinci Code, but I may see the movie for Audrey Tautou...",0
Da Vinci Code really did suck and congrats on beating Jay it must of bee,0
The Da Vinci Code sucks.,0
"and also, The Da Vinci Code is poorly written and boring..",0
I hated The Da Vinci Code.,0
"I hate the Da Vinci Code, but I may see the movie for Audrey Tautou...",0
I know Da Vinci Code is going to suck.,0
The Da Vinci Code sucks..,0
I also think The Da Vinci Code sucked balls and it's the worst piece of,0
Thank God Someone Has Sense I hate The Da Vinci Code.,0
RACHEL you could of told me your nans a libarian before i said i hated'T,0
The Da Vinci code sucks and is also a page turner...,0
"then was the da vinci code, which sucked really bad.",0
"but whatever it is,. i really hate the da vinci code..",0
I hated The Da Vinci Code.,0
I hated The Da Vinci Code.,0
the da vinci code sucks btw..,0
I hate the Da Vinci Code..,0
i fucking hated the da vinci code.,0
", before I forget, I have to say that I pretty much hated The Da Vinci C",0
"Ok, so the Da Vinci Code movie sucked incredibly,. ( except for the part",0
"we wanted to watch "" The Da Vinci Code "" but the timings sucked so we en",0
Had an interesting conversation with one of the professors I work for ab,0
ERM da vinci code and it sucked...,0
ERM da vinci code and it sucked..,0
ERM da vinci code and it sucked.,0
I overslept though so jenn and i didn't get to see the da vinci code whi,0
DA VINCI CODE-SUCKED BALLZ.,0
well DA VINCI CODE SUCKS!!,0
The Da Vinci Code sucked ass if you're wondering.,0
"god, i just thought i hated the da vinci code, now i see how very wrong",0
Da Vinci Code sucks...,0
"I hate the Da Vinci Code, but I may see the movie for Audrey Tautou...",0
about how much i hate the da vinci code.,0
And I absolutely loathe the Da Vinci Code.,0
I hated the da vinci code...,0
"The Da Vinci Code sucked, so you didn't miss anything special.",0
the da vinci code sucked lol...,0
"She was just absolutely adorable in AmÃ © lie, one of my favorite film",0
I forgot how much I hated Da Vinci Code.,0
everyone said the da vinci code sucks ass = \.,0
lol nd i heard da vinci code sucks..,0
"X3-good, Nacho Libre-sucked, Da Vinci Code-sucked, Cars-good, Over the H",0
"Da Vinci Code it is suck, I saw the movie comment and everybody said it",0
Da Vinci Code sucks.,0
I HATED Da Vinci Code!,0
I also hate the Da Vinci Code..,0
da vinci code sucks ass.,0
The Da Vinci Code sucked.,0
The Da Vinci Code sucked like a Hoover.,0
"And by the way, Da Vinci Code movie sucks ass..",0
Da Vinci Code SUCKED ASS!!!,0
"Why I hate The Da Vinci Code, except much more coherent, and with, uh, l",0
how much the da vinci code sucks...,0
"Went to see The Da Vinci Code, which sucked even worse than the book...",0
Da Vinci Code apparently sucks even more ass on film.,0
who else thought the da vinci code kinda sucked...,0
I think i started to hate Da Vinci Code just because it has gathered the,0
the da vinci code sucked.,0
"oh, and i hated "" the da vinci code "" the novel....",0
Da Vinci Code sucked.,0
"in other news, the da vinci code sucks a lama's balls.....",0
"Still haven't seen the Da Vinci Code, which kinda sucks..",0
The Da Vinci Code sucked.,0
BECAUSE DA VINCI CODE SUCKED!!,0
"- Aimee has been here for over a week, and it's been really fun..-The Da",0
3 Though I heard Da Vinci Code sucked.,0
"I officially hate the Da Vinci Code, the end.",0
"So what has been up lately, well friday went to see Da Vinci Code that s",0
ya da vinci code really sucked....,0
I heard The da Vinci Code sucked.,0
"We saw Da Vinci Code, which sucked.",0
"we saw the da vinci code, which kinda sucked in an okay way.",0
""" DA VINCI CODE SUCKS.",0
the da vinci code sucked!,0
I hated Da Vinci Code..,0
"The Da Vinci Code sucks, BTW!",0
I hate the Da Vinci Code.,0
"I did not get to see Da Vinci Code which sucked a little bit, but hopefu",0
"They were holding signs saying "" I love Jesus Christ, but I hate the Da",0
"Because of this project, I fucking hate the Da Vinci Code.",0
THE DA VINCI CODE SUCKS.,0
"i hated the da vinci code, the movie witha passion, it was boring and ma",0
The Da Vinci Code sucked.,0
"Then we drove to Bayers Lake for the Da Vinci Code, which as expected, T",0
the Da Vinci Code sucks.,0
I hated The Da Vinci Code...,0
Da Vinci Code sucks.,0
did i mention the da vinci code sucked big donkey balls?..,0
the da vinci code sucked big donkey balls...,0
The Da Vinci Code [ movie ] sucked!..,0
"to see the da vinci code, which totally sucked balls.",0
The Da Vinci Code's supposed to suck..,0
da vinci code sucks.,0
I'll let y'all know if The Da Vinci Code sucks or not...,0
"Critics are saying that The Da Vinci Code, due in theaters this weekend,",0
"Now, I am the first person to say that The Da Vinci Code sucks, but hell",0
I really hate the Da Vinci Code..,0
I really hate the Da Vinci Code...,0
"It's been on a couple of times already, but cos I think the da Vinci Cod",0
The Da vinci Code is so SUCK!!!!!!!(,0
The Da Vinci Code sucked big time.,0
mang i could of told you the da vinci code suck!,0
  Man i hated the Da Vinci Code.,0
"After school, I went with Latin Club to see the Da Vinci code, which suc",0
the da vinci code sucks majorly....,0
da vinci code = sucks major ass...,0
I hate The Da Vinci Code.,0
Da Vinci Code kinda sucks second time around..,0
"Da Vinci Code sucked, but talking through it definately didnt suck.",0
and da vinci code sucks!..,0
i heard that the da vinci code sucks especially compared to the book.,0
The Da Vinci Code sucks.,0
"anyhow, the da vinci code sucks lah.",0
The Da Vinci Code sucked.,0
"Rofls, but yeah I hated the Da Vinci Code.",0
"I heard Da Vinci Code sucked pretty hard, which is too bad, because I li",0
i use google for my music urls and the da vinci code sucked!,0
da vinci code the movie sucked.,0
im kinda sad that da vinci code sucked(,0
Does The Da Vinci Code suck?...,0
"There will be a lot of fun songs, one will be a sing along about how muc",0
"so, lucky for me, since i hated the da vinci code after refusing to read",0
I've seen X-Men three times and the Da Vinci Code royally sucked...,0
da vinci code sucks ass.,0
The Da Vinci Code sucked like a Hoover.,0
"And by the way, Da Vinci Code movie sucks ass..",0
da vinci code sucked da vinci code sucks da vinci code sucks!.,0
da vinci code will suck!,0
"da vinci code sucked, IMO.",0
"da vinci code, you suck..",0
I wasn't even in the mood to shop yesterday and also Da Vinci Code sucke,0
Quick update:..-Haven't smoked in over a week..-Haven't consumed meat in,0
Da Vinci Code sucked but the story and ideas were very interesting...,0
"Also, Da Vinci Code is SUCK!!!!!!!!",0
"Well, I'm not gonna lie, The Da Vinci Code SUCKED!",0
DA VINCI CODE SUCKS ASS.,0
Da Vinci code sucks ass as a movie.,0
The Da Vinci Code sucked ass!!!!,0
"hating the da vinci code, saying its sucky.",0
.-wish me luck as i go attempt to crack some motherfuckers tonite..-da v,0
"The Da Vinci Code sucked, but the night was great.",0
"so, i heard the da vinci code sucked.",0
i heard da vinci code majorly sucked.,0
I got a hold of Kelsey and we went to Oceanwalk and saw the Da Vinci Cod,0
"My dad, bless his heart, knows how much I hate the Da Vinci Code and lin",0
the Da Vinci Code suck ass..,0
"said "" The Da Vinci Code "" suck..",0
"Reading this review, you may draw the conclusion that I hate "" The Da Vi",0
I'm happy that the Da Vinci code sucks.,0
"In other news, The Da Vinci code sucks and Symantec is suing Microsoft..",0
"Reading this review, you may draw the conclusion that I hate "" The Da Vi",0
I heard the Da Vinci Code sucks.,0
So word on the street is -- The Da Vinci Code apparently sucks....,0
i heard the da vinci code sucks as a movie.,0
Apparently the Da Vinci code sucks.,0
I hear that The Da Vinci Code sucked too.,0
"I can hate "" Da Vinci Code "" without even touching the book.",0
Da Vinci Code kinda stinks!...,0
I am a Christian and I absolutely HATE the Da Vinci Code.,0
"Apparently, The Da Vinci Code sucks.",0
why i hate The Da Vinci Code...,0
"Other than that, all I've heard is that the Da Vinci Code kinda sucks!",0
i hear the da vinci code sucks.,0
hey I heard da vinci code sucks butt.,0
i know it's kind of a delayed reaction but banning the da vinci code suc,0
da vinci code movie = sucks..,0
da vinci code kinda sucked -- u guys should watch THE OMEN -- muahahaaha,0
absolutely hated the Da Vinci Code...,0
the da vinci code sucked...,0
"weeeellllllll even though you say that The Da Vinci Code sucked, I still",0
"Besides, Da Vinci Code sucks...",0
I frakking hate the Da Vinci Code.,0
Yeah the media seems to think that Da Vinci Code sucks...,0
thirdly-the da vinci code sucked..,0
"this post won't add anything new either, save that The Da Vinci Code suc",0
the Da Vinci Code sucked.,0
The Da Vinci Code sucked balls.,0
Da Vinci Code sucks.,0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED,0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code",0
Da Vinci Code sucks be...,0
Da Vinci Code sucked..,0
The Da Vinci Code sucked big time.,0
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK",0
"by the way, the Da Vinci Code sucked, just letting you know...",0
i heard da vinci code sucked soo much only 2.5 stars:,0
da vinci code sucks...,0
Da Vinci Code sucks.,0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED,0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code",0
Da Vinci Code sucks be...,0
Da Vinci Code sucked..,0
The Da Vinci Code sucked big time.,0
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK",0
"by the way, the Da Vinci Code sucked, just letting you know...",0
i heard da vinci code sucked soo much only 2.5 stars:,0
da vinci code sucks...,0
Da Vinci Code sucks.,0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED,0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code",0
Da Vinci Code sucks be...,0
Da Vinci Code sucked..,0
The Da Vinci Code sucked big time.,0
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK",0
"by the way, the Da Vinci Code sucked, just letting you know...",0
i heard da vinci code sucked soo much only 2.5 stars:,0
da vinci code sucks...,0
Da Vinci Code sucks.,0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED,0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code",0
Da Vinci Code sucks be...,0
Da Vinci Code sucked..,0
The Da Vinci Code sucked big time.,0
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK",0
"by the way, the Da Vinci Code sucked, just letting you know...",0
i heard da vinci code sucked soo much only 2.5 stars:,0
da vinci code sucks...,0
Da Vinci Code sucks.,0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED,0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code",0
Da Vinci Code sucks be...,0
Da Vinci Code sucked..,0
The Da Vinci Code sucked big time.,0
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK",0
"by the way, the Da Vinci Code sucked, just letting you know...",0
i heard da vinci code sucked soo much only 2.5 stars:,0
da vinci code sucks...,0
Da Vinci Code sucks.,0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED,0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code",0
Da Vinci Code sucks be...,0
Da Vinci Code sucked..,0
The Da Vinci Code sucked big time.,0
